ID,Eco_Final_Pred,Movement_Final_Pred,Dmg_Final_Pred,Flash_Final_Pred,Grenade_Final_Pred,Kill_Final_Pred,Wf_Final_Pred,isCheater
2480316862_g151-n-20230818142206474679557,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,3.6738477e-27,0.0,0
无人深知我心xoA_g151-n-20230818142206474679557,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.6110103e-11,0.0,2.2617128e-09,0.04931687,1
提刀扫黄两年半_g151-n-20230818142206474679557,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.0944611e-11,6.901797e-37,7.194181999999999e-20,0.14255664,0
非状态选手_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,9.276646e-10,0.0,1.5255726000000001e-24,0.22359046,0
25岁的程序猿_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,2.78844e-12,0.0,4.3253206e-14,0.11766921,0
内蒙古狙神！！_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,5.7272787e-10,0.0,3.3148906e-19,0.23184143,0
欧仙仙_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119235e-08,9.346099e-11,0.0,3.9310838e-21,0.1075059,0
王美丽爱唱歌_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119224e-08,1.999129e-11,6.854513000000001e-29,3.9834282999999996e-25,9.43384e-05,0
你的二弟..._g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,1.6004639e-11,0.0,1.0560915e-23,0.08213973,0
jiaocaileq_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119228e-08,1.9585297e-12,0.0,1.5840842000000001e-21,4.2917567e-15,1
y1--_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,1.3628616e-11,0.0,7.107437e-27,0.09921959,0
3491727257_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119228e-08,3.5086298e-12,0.0,7.7099705e-17,1.481059e-14,0
鹅城汤老师_g159-n-20230816161825849228771,4.9539683e-08,1.4746205e-08,2.6119226e-08,1.8585798e-11,0.0,4.0933397000000004e-22,0.16094382,0
不想说ying_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119235e-08,1.00122965e-11,0.0,8.0477226e-28,0.0,0
bbb酱_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.877816e-12,2.4394447e-35,7.262843499999999e-18,0.0708716,0
OKMUHB1_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.611923e-08,5.458968e-13,0.0,1.310095e-24,0.031344708,0
Re0ki⚡_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.611923e-08,5.1546448e-11,0.0,1.5484279999999998e-19,0.047437828,0
阿翔是唯一的光_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119233e-08,1.4010073e-11,0.0,1.3039600000000002e-28,1.4434164e-10,0
乌克兰顶级炮灰_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119226e-08,3.3332597e-09,0.0,4.8257943e-24,4.4865195e-05,0
叙利亚顶级炮灰_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119233e-08,5.4909627e-12,0.0,9.849053e-24,0.091967344,0
Yiutnha_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119228e-08,8.1479885e-11,0.0,9.207202e-31,0.1630125,0
月落漫蝶衣_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119224e-08,4.2085477e-10,0.0,8.445025e-21,1.0187319999999999e-20,0
..iu_g151-n-20230815133847434390058,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.4512948e-11,0.0,3.398741e-20,8.773886e-17,1
tusigvx_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,6.328340399999999e-35,9.215522e-21,1
梦想理应飞翔UA_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.611923e-08,1.4050795e-11,0.0,8.133397e-27,9.458416e-30,0
小葵的太阳宝宝_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.7408464e-10,0.0,9.218716000000001e-31,0.20753628,0
Black丨Rain_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.469122e-11,0.0,3.92215e-17,0.008125683,0
Zephyr+_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.253797e-15,0.0,9.207266e-26,0.22213438,0
黎苏苏_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.401883e-11,4.2070155000000004e-38,7.085508e-29,0.000101600315,0
paoxixiao_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.4909627e-12,0.0,5.40409e-22,0.23754103,0
桑酒_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.611923e-08,1.1936857e-12,0.0,1.0390274000000001e-21,0.85525477,0
钦泽丶_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.4909627e-12,1.1926176e-36,2.985977e-26,1.6964722e-19,0
月满人间几千州_g151-n-20230825224802496299247,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.308544e-11,0.0,4.608805499999999e-25,4.0769505e-06,0
RA.yanshu_g160-20230817132912976403132,4.9539686e-08,1.4746206e-08,2.6119226e-08,1.799667e-10,0.0,3.0807837e-18,0.13406138,0
xiao-1997_g160-20230817132912976403132,4.9539686e-08,1.4746206e-08,2.6119226e-08,1.2724563e-11,0.0,3.498687e-16,0.2890572,1
微笑☆面对每一天_g160-20230817132912976403132,4.9539686e-08,1.4746206e-08,2.6119231e-08,5.4909627e-12,0.0,7.4490057e-16,0.031340063,0
LYC.T_g160-20230817132912976403132,4.9539683e-08,1.4746206e-08,2.6119226e-08,8.531569e-15,0.0,7.565089000000001e-29,1.2326118000000001e-27,0
易水寒ice_g160-20230817132912976403132,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.0796292e-12,8.550549399999999e-35,2.6759767e-26,2.1580608e-07,0
我爱他不爱的她_g160-20230817132912976403132,4.9539683e-08,1.4746207e-08,2.6119226e-08,1.2967598e-11,2.5912097e-38,6.5432274e-22,1.2566132000000002e-32,0
小金仔仔_g160-20230817132912976403132,4.9539686e-08,1.4746206e-08,2.6119226e-08,2.334915e-10,0.0,4.009879599999999e-18,0.16814801,0
彭于晏呃_g160-20230817132912976403132,4.9539686e-08,1.4746206e-08,2.6119228e-08,3.8762805e-13,0.0,9.496564999999999e-19,0.00020980254,0
我的情绪零碎_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,4.3039003e-11,8.115295e-31,3.3312073e-29,4.873428e-05,0
HXK04_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,6.352101e-11,0.0,9.690202e-19,0.11764616,0
yakqpmn_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119231e-08,9.296593e-11,0.0,2.9348662e-15,0.063936494,1
ROSÉowo_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.611923e-08,1.6051292e-11,8.912201e-34,2.1041696000000002e-22,0.11916591,0
lglcccc_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,1.6450865e-11,0.0,2.1602445e-24,2.5430505e-10,0
鑫晴美美_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,8.8050366e-12,0.0,7.7942923e-25,0.11338346,0
nanapill._g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,5.4909627e-12,0.0,2.357851e-14,0.24412552,0
褫爵 _g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119224e-08,5.765092e-12,0.0,9.207571000000001e-22,0.053481203,0
喜欢姐姐丶_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119228e-08,4.3043305e-11,0.0,1.7226176e-19,8.8806805e-15,0
LYY822_g152-v-20230828145555720429424,4.9539683e-08,1.4746207e-08,2.6119226e-08,4.120253e-11,0.0,1.6708114e-26,0.14982803,0
电竞-尼坤_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119224e-08,3.3957169e-12,5.3980338e-17,1.3324308e-26,0.23210803,0
xuangg66666_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119226e-08,6.459473e-10,0.0,1.6956814e-22,0.34504282,0
大脑袋在思考_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119233e-08,8.409437e-12,1.06118454e-29,1.8685673e-25,0.1879244,0
大白兔丶白又白_g161-20230826152056132343756,4.9539683e-08,1.4746206e-08,2.6119233e-08,1.4877244e-11,0.0,5.9269924e-26,0.14621514,0
勾魂大狒狒_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119226e-08,3.9075417e-11,0.0,5.7532907000000005e-31,0.05776403,0
不上进的辰辰_g161-20230826152056132343756,4.9539683e-08,1.4746206e-08,2.6119224e-08,4.1082998e-11,0.0,2.4023620000000003e-22,0.092121154,0
吃过橙子_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119226e-08,2.6849299e-11,7.019209e-26,2.1812549e-19,0.041154042,0
我是饼饼_g161-20230826152056132343756,4.9539683e-08,1.4746207e-08,2.6119235e-08,4.2478743e-11,3.974647e-36,6.4578848000000006e-24,0.1358967,0
==小蒋YYDS==_g161-20230826152056132343756,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.8033401e-10,0.0,8.103614000000001e-17,0.05678567,1
yuanfang6_g151-n-20230822205914175997660,4.9539683e-08,1.4746206e-08,2.6119228e-08,2.2506157e-10,0.0,1.5785572e-23,2.3435718e-15,1
EternalloveZ！_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.6119233e-08,7.838327e-13,0.0,3.7506333e-24,0.11216795,0
RopZzzzzzzzzzzzzzzzzzz_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.6119226e-08,5.356097e-10,2.8530249999999998e-36,7.227001000000001e-22,2.4709091e-12,0
zouzoubig_g151-n-20230822205914175997660,4.9539686e-08,1.4746205e-08,2.6119226e-08,9.526267e-12,0.0,5.745552e-24,0.0014923589,0
羊村DJ喜羊羊_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.6119224e-08,5.060108e-12,4.5824125e-17,1.0489979e-32,2.0070717e-10,0
古雨生_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.611923e-08,1.4454476e-12,0.0,1.6532167000000002e-28,3.7092800000000005e-40,0
WhIte55K7_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.6119226e-08,7.948871e-13,0.0,2.1067184e-31,2.0731155000000003e-16,0
吹山下的晚风_g151-n-20230822205914175997660,4.9539686e-08,1.4746206e-08,2.6119224e-08,2.0333506e-10,0.0,1.5087072999999998e-20,0.08507316,0
Wonderland、_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.1413322e-12,0.0,5.592671e-17,2.1845086000000002e-32,0
MZ第一突破手_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.611923e-08,1.6146855e-11,0.0,6.1482564e-20,1.2567423e-09,0
痴汉波奇酱_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119231e-08,5.7933103e-12,0.0,6.989627999999999e-24,0.18527564,0
君踏桃花LSV_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119231e-08,5.2456395e-13,0.0,1.6608826e-15,0.22136398,1
0.o可爱小狗_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119228e-08,2.281111e-11,0.0,3.1698554e-22,0.07867486,0
肉丸君3169_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.7117904e-12,0.0,9.655535999999999e-20,9.458821e-31,0
七个月_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119226e-08,9.90249e-12,6.2437473e-25,9.498033e-24,0.022844682,0
温柔臣服于妳_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.9667844e-11,0.0,6.551959e-23,0.06942238,0
用户名审核中_g152-v-20230821122639517926729,4.9539683e-08,1.4746207e-08,2.6119224e-08,1.1987368e-11,0.0,2.3659464e-23,0.00057299976,0
—小疯子_g152-v-20230821122639517926729,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.5150203e-12,0.0,3.192e-18,1.0991177e-12,0
泠鸢yousa爱刻晴_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.475559e-09,0.0,8.759673e-19,0.15150256,0
麻瓜球GRiM_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.611923e-08,9.923514e-10,0.0,2.3939786e-18,0.06156444,1
风紧雁行高_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.476086e-13,0.0,3.2285877000000002e-27,0.1384076,0
家有儿女之下冰雹_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119233e-08,7.519027e-10,0.0,3.265856e-18,0.20640777,0
丁真强碱蔡徐坤_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119233e-08,9.825534e-13,1.2408139000000001e-26,1.3991458e-24,0.06578426,0
把你归还人海kGs_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.2652132e-11,0.0,2.981789e-26,1.4156774e-17,0
大渣男12138_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.3366747e-11,0.0,1.1548539e-27,0.00034853758,0
好强捏_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.1117383e-11,0.0,7.6566820000000005e-28,3.6624003000000004e-24,0
陆东青_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119228e-08,6.459283e-13,0.0,4.7458139999999996e-24,9.390614e-32,0
BeWithYouForever_g152-v-20230816205233283316353,4.9539683e-08,1.4746206e-08,2.6119226e-08,7.771446e-11,0.0,7.354815e-30,0.1283641,0
甘肃省的大帅哥_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.5735891e-12,7.111855000000001e-33,1.951469e-33,1.7413364e-20,0
哎就_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.054877e-11,0.0,2.6809804e-28,3.9252720000000006e-17,0
守护坤坤66_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.0148783000000001e-26,3.9581693e-09,0
10岁孤独终老_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.26568464e-26,7.5591345e-08,0
爱最好的坤坤66_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,1.0077593e-28,0.18805252,0
银桑啊_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119222e-08,1.1461494e-11,0.0,4.650627e-27,1.1854774e-08,0
她抵人间烟火_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119224e-08,9.108103e-12,0.0,2.5513461e-21,0.13885058,0
雨季盛开的花acX_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.611923e-08,7.1970624e-12,3.89684e-39,4.157064000000001e-28,0.104344584,1
请叫我真ikun_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.3972101e-11,0.0,1.4375158e-36,0.02332456,0
zcjky_g152-n-20230816162523679854255,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.2051824e-11,5.730153000000001e-31,1.7595189000000001e-22,0.23579562,0
艾斯霍尔_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.0299303e-11,0.0,3.4802284999999997e-25,5.6546268e-15,0
liubo927_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119231e-08,4.893068e-12,0.0,2.3442456000000002e-26,0.1364929,0
早该如此_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.811636e-12,0.0,4.843987e-15,3.8889198e-06,0
罙渪_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119228e-08,2.13903e-12,0.0,1.1496723e-23,5.106769e-05,0
CXK-唱跳-RAP_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.2391355e-11,0.0,1.1644184e-17,1.1133391e-05,0
lingxianzi_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119231e-08,5.594854e-13,0.0,9.558107999999999e-24,0.13560037,0
萨科杰_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.840617e-11,0.0,3.5747753e-23,0.03710426,1
无情楠UFO_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119228e-08,3.9775547e-11,0.0,7.057102e-25,0.051595204,0
·我是村长慢羊羊_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.0993025e-12,7.766003600000001e-27,1.2596521e-21,0.03604268,0
WhtbSs_g151-n-20230821004713174927764,4.9539683e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,9.5899184e-20,3.90184e-08,0
猛煽赵四半边好嘴_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119233e-08,1.4014284e-10,2.0074478e-20,2.1708759e-29,0.100919195,0
暂时通知你奥 _g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.611923e-08,2.6037148e-09,0.0,1.1197272e-17,7.916816e-07,0
你与十一_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.5766828e-10,0.0,2.5120615e-16,0.07319392,0
郏子寒_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.5068459e-11,0.0,7.280798e-33,0.017278377,0
wenbi35_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.2102124e-11,0.0,1.8067715e-21,0.04543304,1
赴约那一片花海_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,8.356709e-12,0.0,2.565117e-24,0.16049509,0
别打我咯._g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,6.0244726e-11,0.0,3.6571077000000005e-21,0.109351456,0
Dad的好大er_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.0156135e-11,4.235875e-36,7.644271000000001e-23,0.11742938,0
我不是吴彦祖.._g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.3584716e-11,4.2586210000000005e-25,1.354449e-28,5.3317417e-06,0
ZJQ482279907_g151-n-20230825185525575739835,4.9539683e-08,1.4746206e-08,2.6119228e-08,2.7820585e-10,0.0,7.2004743000000005e-28,0.10380701,0
翻斗花园唐僧_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,2.300258e-18,1.518405e-08,0
bmlj8_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119226e-08,4.5353582e-10,0.0,1.2290385000000001e-21,0.1297818,0
ABBY1376_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.611923e-08,5.4909627e-12,0.0,2.9704161999999998e-33,0.119027115,0
疏星淡月8_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119226e-08,4.3860356e-11,0.0,3.5899784e-16,5.0811897e-16,0
风驰电czL_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119233e-08,1.0205812e-11,0.0,3.1406427e-15,3.7429156e-05,1
宝宝巴士aa_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119226e-08,8.900565e-12,1.3334452e-35,1.940354e-26,6.301796500000001e-16,0
2018吃货_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119224e-08,4.361511e-11,0.0,1.5092763000000002e-26,3.6589272e-28,0
刘培茄上校..。_g151-n-20230821173948996185905,4.9539683e-08,1.4746206e-08,2.6119233e-08,7.972592e-12,0.0,6.7426695e-30,1.80199e-40,0
zhafw_g151-n-20230821173948996185905,4.9539686e-08,1.4746206e-08,2.6119224e-08,6.6207122e-12,0.0,2.143733e-31,2.502211e-13,0
".`s1mple`.,_g151-n-20230821173948996185905",4.9539683e-08,1.4746206e-08,2.6119224e-08,1.9816254e-14,0.0,1.5501815e-29,0.15123583,0
wuli2424368_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119226e-08,5.4909627e-12,0.0,4.5998714e-21,1.2014057e-31,0
·AllBlue·_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119226e-08,3.5926664e-11,0.0,5.734969e-24,9.7545625e-09,1
小温01_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119226e-08,1.1191924e-11,0.0,9.893195e-15,0.061328698,0
满山的猴我最红_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119226e-08,1.4559156e-11,0.0,2.1503211e-20,0.00015164171,0
小小灵._g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,5.8226515e-28,1.03935745e-23,0
Hik._g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119233e-08,3.7432145e-12,0.0,3.389709e-11,9.937515999999999e-20,0
大俞治水_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119228e-08,2.9934205e-10,0.0,2.1623120000000003e-23,0.075227074,0
A-WEI-2003_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119226e-08,2.5175886e-11,0.0,1.2717459000000002e-16,0.2198404,0
帅哥李狗蛋_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119224e-08,8.532366e-11,0.0,2.0025463999999998e-36,1.8318243e-06,0
chou溆_g152-n-20230825174232419272677,4.9539686e-08,1.4746206e-08,2.6119228e-08,3.2701e-11,0.0,1.185099e-18,0.00011851637,0
Sarahi_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119235e-08,1.6644195e-11,0.0,4.0070102e-20,2.652548e-29,0
宇宙1_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.7870363999999997e-18,0.0,5.4057526e-26,2.1103757e-08,0
辣椒炒肉⚡_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.2057425e-10,0.0,1.3046871000000002e-22,0.10751733,0
背带铁山靠_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.075353e-10,0.0,1.3784255999999998e-23,1.1066899e-22,0
傲骄的小步伐_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119224e-08,4.1462256e-14,0.0,4.794458e-20,0.007131723,1
领导我没捞到饭_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119224e-08,4.3134746e-11,0.0,1.8906927000000002e-21,0.09464458,0
iyueN9_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119228e-08,5.5926465e-14,8.635229e-27,8.091158e-27,0.056356966,0
O_M_G_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119231e-08,4.700497e-12,0.0,5.571884e-21,0.09357758,0
S1cxs_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.611923e-08,6.9415985e-15,0.0,6.513677e-21,0.20822625,0
干拉小白_g151-n-20230819152342475109766,4.9539683e-08,1.4746206e-08,2.6119224e-08,3.0413998e-11,0.0,5.779119e-14,5.984796000000001e-31,0
天人合一董永公子_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.611923e-08,4.9934636e-11,0.0,2.1535877e-23,0.12397907,0
tsy123789_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119235e-08,1.8597368e-09,0.0,2.2285057e-27,0.04717062,0
社会你佩哥_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.7305926e-12,0.0,5.176158e-27,0.040726356,0
髮型监一郎です_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119224e-08,5.4909627e-12,0.0,1.0084202000000001e-24,0.27947965,0
jiaowohanzaila_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.611923e-08,8.0638225e-11,1.1768374e-36,4.9344376e-28,0.23775223,0
bojiaxupu_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119235e-08,4.1868342e-11,0.0,3.7918460000000005e-23,0.14504841,1
涛总大魔王_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119226e-08,2.4600684e-11,0.0,6.718518e-25,0.19759417,0
starskiller_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.611923e-08,7.527083e-12,0.0,5.584817e-19,0.06864115,0
老背灯_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119231e-08,1.2324843e-12,0.0,8.818232000000001e-28,0.24713029,0
丁丁丁丁叮_g159-n-20230823120804456722581,4.9539683e-08,1.4746206e-08,2.6119233e-08,1.8088801e-11,0.0,7.2590125e-27,9.138187e-08,0
板烧鸡腿堡噢_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.4298823e-11,0.0,4.560783e-28,1.1218949e-12,0
不要压力小陈啦_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.611923e-08,8.213839e-12,0.0,1.7963731999999999e-29,1.4230494e-23,0
DanLuoya_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.611923e-08,1.3354413e-11,8.988808e-23,1.2298437999999998e-18,0.0,0
·理塘的王_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119233e-08,7.9436525e-14,0.0,1.3364168e-26,1.07841484e-13,1
BIG的tabseN本人_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119226e-08,4.3684253e-12,2.600896e-35,2.928022e-26,4.286858e-09,0
躺着的好大鹅_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.8995609e-11,0.0,2.0444873e-26,2.080508e-20,0
没15别跟我讲话_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119228e-08,1.5618952e-10,0.0,3.3371875e-20,0.09176877,0
顾淼23_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119224e-08,1.9750124e-12,0.0,2.9835462e-31,0.08533245,0
nigger都得嗝_g161-20230826140508828436920,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.498036e-11,0.0,3.2523883e-23,8.88807e-06,0
IEDDCDLK_g151-n-20230827062012974551493,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.738208e-11,2.8185130000000003e-39,9.1082774e-26,0.13167296,0
lizy77_g151-n-20230827062012974551493,4.9539683e-08,1.4746206e-08,2.6119224e-08,6.7603137e-12,0.0,1.04206865e-20,0.0017228966,0
不跟女孩子说话_g151-n-20230827062012974551493,4.9539683e-08,1.4746206e-08,2.6119226e-08,1.5117792e-11,0.0,8.152429999999999e-27,2.9124953999999996e-25,0
S1xryaN_g151-n-20230827062012974551493,4.9539683e-08,1.4746206e-08,2.6119224e-08,2.1005085e-11,0.0,1.1468332e-19,0.09607936,0
